Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
Curated_gene_sets	REACTOME_NONSENSE_MEDIATED_DECAY_NMD	114	51	3.233843103604274e-19	3.5578741825854225e-16	RPL5:RBM8A:RPS24:FAU:RPS3:MAGOHB:RPS26:RPL41:RPLP0:RPL36AL:RPL4:RPS17:RPS17L:RPS2:RPS15A:RPL13:RPL23A:RPL19:CASC3:SMG8:RPS15:RPS28:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:NCBP2:RPL34:RPS3A:RPL37:RPS23:RPS14:RPS18:RPL10A:RPS12:RPS20:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_NONSENSE_MEDIATED_DECAY_NMD
Curated_gene_sets	REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	111	49	3.1933012794927428e-18	2.9277250564149294e-15	RPL5:RPS24:FAU:RPS3:RPS26:RPL41:RPLP0:RPL36AL:SRP14:RPL4:RPS17:RPS17L:RPS2:RPS15A:RPL13:RPL23A:RPL19:RPS15:RPS28:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:RPL34:RPS3A:SPCS3:RPL37:RPS23:RPS14:RPS18:RPL10A:RPS12:RPS20:TRAM1:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SRP_DEPENDENT_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE
Curated_gene_sets	REACTOME_SELENOAMINO_ACID_METABOLISM	116	50	5.0118359991143695e-18	3.938587118732592e-15	RPL5:RPS24:FAU:RPS3:RPS26:RPL41:RPLP0:RPL36AL:RPL4:RPS17:RPS17L:RPS2:RPS15A:SEPHS2:RPL13:RPL23A:RPL19:RPS15:RPS28:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:EEFSEC:RPL22L1:PAPSS1:RPL34:RPS3A:RPL37:RPS23:RPS14:EEF1E1:RPS18:RPL10A:RPS12:RPS20:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SELENOAMINO_ACID_METABOLISM
Curated_gene_sets	REACTOME_INFLUENZA_INFECTION	154	58	2.4814337955985166e-17	1.70629591369843e-14	ISG15:RPL5:RPS24:POLR2L:FAU:RPS3:AAAS:RPS26:RPL41:RPLP0:PABPN1:RPL36AL:RPL4:RPS17:RPS17L:RPS2:RPS15A:RPL13:RPL23A:RPL19:KPNA2:RPS15:RPS28:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:RAE1:NUP50:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:RPL34:RPS3A:RPL37:RPS23:RPS14:RPS18:RPL10A:RPS12:NUP43:NUPL2:POM121:POM121C:CPSF4:RPS20:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_INFLUENZA_INFECTION
Curated_gene_sets	REACTOME_RRNA_PROCESSING	201	68	3.365262697424769e-17	1.9273781707157253e-14	NSUN4:RPL5:RPP38:RPS24:FAU:RPS3:EMG1:RPS26:RPL41:RPLP0:UTP14C:RPL36AL:NOP10:RPL4:IMP3:RPS17:RPS17L:RPS2:RPS15A:THUMPD1:NIP7:RPL13:RNMTL1:RPL23A:RPL19:RPS15:RPS28:UBA52:RPS16:EXOSC5:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:MTERFD2:NOP56:NOL12:NHP2L1:RRP7A:RPL32:RPL15:RPSA:RPL14:RPL29:TRMT10C:RPL24:RPL22L1:RPL34:EXOSC9:RPS3A:RPL37:DIMT1:RPS23:RPS14:NHP2:RPP21:RPS18:RPL10A:RPS12:RPS20:EXOSC4:RPL8:RCL1:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RRNA_PROCESSING
Curated_gene_sets	REACTOME_TRANSLATION	291	86	3.503686912771724e-17	1.9273781707157253e-14	PARS2:RPL5:MRPS14:RPS24:EIF3F:EEF1G:FAU:MRPL49:MRPL11:RPS3:RPS26:RPL41:RPLP0:MRPS31:RPL36AL:EIF2S1:EIF5:SRP14:EIF3J:RPL4:RPS17:RPS17L:MRPS34:RPS2:RPS15A:RPL13:EIF4A1:RPL23A:RPL19:MRPL10:MRPS7:NARS:RPS15:RPS28:GADD45GIP1:UBA52:EIF3K:MRPS12:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:MRPL19:RPL31:RPL37A:EIF2S2:MRPS6:RPL32:MRPS25:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:RPL34:RPS3A:SPCS3:MRPL36:RPL37:MRPS36:GFM2:RPS23:RPS14:FARS2:EEF1E1:MRPS18B:RPS18:RPL10A:MRPS10:EEF1A1:RPS12:MRPL32:MRPS17:MRPS17:EIF4H:MRPL15:RPS20:TRAM1:MRPS28:EEF1D:RPL8:RPS6:RPL7A:EIF2S3:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_TRANSLATION
Curated_gene_sets	REACTOME_METABOLISM_OF_RNA	667	151	7.623861071381764e-17	3.812623613970098e-14	SRSF10:SRSF4:SNRNP40:PSMB2:NSUN4:RPL5:RBM8A:SF3B4:TSEN15:MAPKAPK2:HNRNPU-AS1:HNRNPU:RPP38:HNRNPF:CSTF2T:RPS24:SMNDC1:PSMD13:POLR2L:PSMA1:PSMA1:CPSF7:FAU:RPS3:EMG1:MAGOHB:AAAS:PCBP2:RPS26:RPL41:RPLP0:SRSF9:SNRNP35:UTP14C:PSMB5:PABPN1:PSME2:PSMA6:RPL36AL:MNAT1:TRMT61A:NOP10:FAM98B:LCMT2:RPL4:IMP3:RPS17:RPS17L:SNRPA1:RPS2:RPS15A:THUMPD1:NUDT21:PSMB10:NIP7:CTU2:RPL13:RNMTL1:EIF4A1:RPL23A:RPL19:CASC3:SRSF1:SMG8:PSMC5:TXNL4A:RPS15:ELAVL1:RPS28:UBA52:RPS16:EXOSC5:RPS19:RPL18:TSEN34:RPS9:RPS5:RPS7:TRMT61B:SRSF7:GEMIN6:SNRNP27:PCBP1:TPRKB:GCFC2:RPL31:WDR33:HNRNPA3:RPL37A:MTERFD2:NOP56:TRMT6:SNRPB2:NXT1:SRSF6:YWHAB:RAE1:PSMA7:SNRPD3:NOL12:APOBEC3H:NHP2L1:RRP7A:NUP50:TRMU:RPL32:RPL15:RPSA:RPL14:RPL29:TRMT10C:RPL24:RPL22L1:NCBP2:FYTTD1:RPL34:EXOSC9:RPS3A:RPL37:DIMT1:PPWD1:GTF2H2:RPS23:RPS14:THG1L:LSM11:NHP2:SNRNP48:RPP21:LSM2:PSMB9:RPS18:RPL10A:MTO1:RPS12:NUP43:WTAP:NUPL2:HNRNPA2B1:LSM5:POM121:POM121C:CPSF4:POP7:NAA38:CNOT7:RPS20:EXOSC4:RPL8:RCL1:RPS6:RPL7A:GEMIN8:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_RNA
Curated_gene_sets	REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS	169	60	1.8330701573292873e-16	8.403099112890341e-14	PSMB2:RPL5:RBM8A:RPS24:PSMD13:PSMA1:PSMA1:FAU:RPS3:MAGOHB:RPS26:RPL41:RPLP0:PSMB5:PSME2:PSMA6:RPL36AL:RPL4:RPS17:RPS17L:RPS2:RPS15A:PSMB10:RPL13:RPL23A:RPL19:CASC3:PSMC5:RPS15:RPS28:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:PSMA7:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:NCBP2:RPL34:RPS3A:RPL37:RPS23:RPS14:PSMB9:RPS18:RPL10A:RPS12:RPS20:RPL8:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS
Curated_gene_sets	REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL	191	64	4.820674869887749e-16	2.0398871122501929e-13	RPL5:RPP38:RPS24:FAU:RPS3:EMG1:RPS26:RPL41:RPLP0:UTP14C:RPL36AL:NOP10:RPL4:IMP3:RPS17:RPS17L:RPS2:RPS15A:THUMPD1:NIP7:RPL13:RPL23A:RPL19:RPS15:RPS28:UBA52:RPS16:EXOSC5:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:NOP56:NOL12:NHP2L1:RRP7A:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:RPL34:EXOSC9:RPS3A:RPL37:DIMT1:RPS23:RPS14:NHP2:RPP21:RPS18:RPL10A:RPS12:RPS20:EXOSC4:RPL8:RCL1:RPS6:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_RRNA_PROCESSING_IN_THE_NUCLEUS_AND_CYTOSOL
Curated_gene_sets	REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	58	31	6.171999567526036e-15	2.425154972925766e-12	RPS24:EIF3F:FAU:RPS3:RPS26:EIF2S1:EIF3J:RPS17:RPS17L:RPS2:RPS15A:EIF4A1:RPS15:RPS28:EIF3K:RPS16:RPS19:RPS9:RPS5:RPS7:EIF2S2:RPSA:RPS3A:RPS23:RPS14:RPS18:RPS12:EIF4H:RPS20:RPS6:EIF2S3:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S
Curated_gene_sets	HSIAO_HOUSEKEEPING_GENES	397	99	3.277434232258784e-14	1.201944380777038e-11	STMN1:PSMB2:UQCRH:PRDX6:H3F3A:GDI2:VIM:HNRNPF:PDLIM1:IFITM3:POLR2L:EIF3F:LDHA:EEF1G:CFL1:GSTP1:RPS3:CCND2:GAPDH:PCBP2:RPS26:RPL41:CTDSP2:NAP1L1:SLC25A3:RPLP0:DYNLL1:HMGB1:ESD:PSMB5:NFKBIA:RPL36AL:ERH:TMED10:SRP14:RPL4:RPS17:RPS17L:RPS2:RPS15A:RPL13:PFN1:C1QBP:GPS2:EIF4A1:RPL23A:TRAF4:LASP1:RPL19:CASC3:RPS15:OAZ1:RPS28:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:RPL37A:FKBP1A:YWHAB:UBE2C:COMT:XBP1:CHKB:RPL32:RPSA:RPL14:RPL29:ARF4:RPL24:RPL34:RPS3A:RPS23:COX7C:AP3S1:HINT1:RPS14:GNB2L1:HLA-A:HLA-B:HLA-DPA1:RPS18:RPL10A:EEF1A1:CD164:MARCKS:ACTB:NDUFA4:EIF4H:UQCRB:EEF1D:RPL8:RPS6:TXN:RPL7A:CETN2	http://www.gsea-msigdb.org/gsea/msigdb/cards/HSIAO_HOUSEKEEPING_GENES
Curated_gene_sets	REACTOME_SIGNALING_BY_ROBO_RECEPTORS	215	65	7.448598313615883e-14	2.560921207700061e-11	PSMB2:RPL5:RBM8A:RPS24:PSMD13:PSMA1:PSMA1:FAU:RPS3:MAGOHB:RPS26:RPL41:RPLP0:PSMB5:PSME2:PSMA6:RPL36AL:RPL4:RPS17:RPS17L:RPS2:RPS15A:PSMB10:RPL13:PFN1:RPL23A:RPL19:CASC3:PSMC5:RPS15:RPS28:UBA52:PAK4:RPS16:RPS19:RPL18:RPS9:RPS5:RPS7:RPL31:NCK2:RPL37A:PSMA7:RPL32:RPL15:RPSA:RPL14:RPL29:RPL24:RPL22L1:PAK2:NCBP2:RPL34:RPS3A:RPL37:RPS23:RPS14:PSMB9:RPS18:RPL10A:RPS12:RPS20:RPL8:RPS6:PRKACG:RPL7A:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_ROBO_RECEPTORS
Curated_gene_sets	OSMAN_BLADDER_CANCER_DN	420	102	8.196477626013767e-14	2.6522837306295137e-11	SSU72:AGMAT:SRSF4:SNIP1:CYB561D1:CD53:LINC01138:HIST2H2BE:FCRLA:GAS5:MRPS14:SNORD60:FAIM3:TRAF5:SDE2:ITPKB:CELF2:NUDT5:CSTF2T:RPS24:PPIF:PRDX3:SNORD60:EEF1G:FAU:DPF2:SUV420H1:RPS3:CD27:CTDSP2:GLIPR1:TMCC3:IKBIP:RPLP0:PABPN1:RPL4:TSPAN3:IREB2:RPS17:RPS17L:SNORD60:SIAH1:IRF8:RPL13:P2RX5:RPL23A:GOSR1:TEFM:RPL19:PRKAR1A:ENOSF1:METTL4:ADNP2:RPS15:GNG7:ZNF763:ZNF763:UBA52:ZNF493:RPS16:GLTSCR2:RPS5:RPS7:OST4:SERTAD2:C2orf68:BCL2L11:ZC3H6:WDR33:RHBDD1:MTERFD2:ZNF133:SRSF6:OSER1:ZFAS1:MRPS6:RPL32:MRPS25:RPL15:RPSA:RPL14:RPL29:RPL24:MAP3K13:RHOH:PPM1K:RPL34:RPS3A:RPL37:GPBP1:FAM174A:ST8SIA4:TRIM38:HIST1H4H:RP5-874C20.3:RPS18:RPL10A:PM20D2:IKZF1:LEPROTL1:RPS20:RPS6:RPL7A:EIF2S3:RPS4X:IDS:IDS	http://www.gsea-msigdb.org/gsea/msigdb/cards/OSMAN_BLADDER_CANCER_DN
Curated_gene_sets	PILON_KLF1_TARGETS_DN	1981	332	1.5415737685992976e-13	4.711220722813742e-11	KIAA2013:E2F2:STMN1:SNRNP40:MYCBP:NDUFS5:CMPK1:TXNDC12:OMA1:LEPROT:ZNHIT6:FAM69A:CD53:NRAS:SEC22B:RBM8A:RNF115:BCL9:ANP32E:ENSA:RFX5:SNAPIN:SCYL3:TSEN15:ELK4:RASSF5:LPGAT1:LBR:SDE2:EXOC8:IRF2BP2:ZBTB18:HNRNPU-AS1:HNRNPU:GDI2:CELF2:NUDT5:VIM:PTPLA:CSTF2T:IPMK:TFAM:SLC25A16:SRGN:FUT11:PTEN:PANK1:SLC25A28:COX15:SCD:SMNDC1:FAM204A:BUB3:IFITM2:LSP1:TAF10:RNF141:MPEG1:AHNAK:MAP3K11:MRPL11:UNC93B1:SUV420H1:RPS3:TMEM126A:MSANTD4:SLC37A4:RAD51AP1:MAGOHB:ETV6:AEBP2:RECQL:KRAS:GXYLT1:TMEM106C:DYRK2:YEATS4:RAB21:GLIPR1:NAP1L1:TDG:ARL6IP4:CDK2AP1:LSP1:POLR1D:USPL1:FOXO1:ELF1:SETDB2:MZT1:RAP2A:ABHD13:ANKRD10:DCUN1D2:PARP2:SPTSSA:FBXO33:FKBP3:MGAT2:ZBTB1:EIF2S1:ERH:TMED10:CALM1:RIN3:BTBD7:GSKIP:CDCA4:CRIP1:CRIP1:NOP10:FAM98B:DUT:DTWD1:GABPB1:BNIP2:FEM1B:TLE3:ADPGK:PTPN9:FBXO22:RPS17:RPS17L:CIB1:SNRPA1:POLR3K:PDPK1:PDPK2:ROGDI:THUMPD1:ZNF646:DNAJA2:SNX20:CYLD:RBL2:PSMB10:NIP7:IRF8:CTU2:UBE2G1:TMEM256-PLSCR3:SMCR8:GOSR1:TEFM:EVI2B:LASP1:CNP:PSMC3IP:LRRC59:SKA2:SMG8:METTL2A:LIMD2:CD300LB:SLC9A3R1:KCTD2:CHMP1B:FAM210A:B4GALT6:TXNL4A:ELOF1:EXOSC5:ZNF574:PGLYRP1:SLC1A5:RPS9:ADI1:ID2:C2orf43:PPP1CB:CDC42EP3:SRSF7:GEMIN6:ZFP36L2:PIGF:SERTAD2:PCYOX1:MOB1A:MRPL19:C2orf68:COA5:CKAP2L:C2orf76:DBI:AMMECR1L:METTL8:HNRNPA3:MFSD6:NABP1:STK17B:HSPE1-MOB4:LRRFIP1:ING5:FKBP1A:NOP56:TRMT6:TMX4:SNRPB2:SNX5:ROMO1:SRSF6:FITM2:YWHAB:ZNF217:RAB22A:BACH1:MRPS6:ITGB2:SMARCB1:XBP1:IFT27:NOL12:APOBEC3H:NHP2L1:PARVG:UBE2E1:NGLY1:CMTM6:RPL14:LIMD1:NCKIPSD:TWF2:CHDH:RYBP:CLDND1:NXPE3:BTLA:ATG3:SLC35A5:NAA50:LRRC58:PARP9:DTX3L:OSBPL11:RNF7:TSC22D2:SKIL:KLHL6:CCDC50:PPP1R2:FBXO45:NRROS:PAK2:CD38:KLF3:KLHL5:TMEM165:RAP1GDS1:SLC10A7:C4orf46:HMGB2:SAP30:SUB1:BRIX1:TBCA:DHFR:ZCCHC9:TMEM167A:FAM174A:ST8SIA4:FEM1C:TMED7:ATG12:AP3S1:TNFAIP8:ISOC1:SLC22A5:C5orf24:GM2A:MXD3:TMED9:TRIM41:TMEM170B:MCUR1:MYLIP:C6orf62:TRIM27:C6orf89:PTP4A1:MB21D1:MTO1:PREP:CD164:ZBTB24:NT5DC1:NUS1:RNF146:ABRACL:WTAP:ADAP1:RPA3:TWISTNB:MPP6:CBX3:ZNRF2:LSM5:RALA:PURB:LMTK2:ARPC1B:ARMC10:PIK3CG:TMEM168:TES:NAA38:CALU:IRF5:ZNF212:AGPAT5:CNOT7:TRIM35:LEPROTL1:GGH:TRAM1:PAG1:TMEM64:UTP23:RCL1:RPS6:UBE2R2:C9orf40:SPIN1:TMEM38B:FBXW2:ARPC5L:ZBTB43:ZBTB34:CDK9:TOR1B:TOR1A:PRPS2:AP1S2:RP2:MAGT1:TIMM8A:VMA21:CETN2	http://www.gsea-msigdb.org/gsea/msigdb/cards/PILON_KLF1_TARGETS_DN
Curated_gene_sets	PUJANA_ATM_PCC_NETWORK	1374	243	1.464996849309148e-12	4.2415514042366436e-10	CORT:PRDM2:SRSF10:C1orf63:STMN1:GPR3:MYCBP:SLC2A1:CDKN2C:HSPB11:SEP15:RPL5:CD53:NRAS:MAN1A2:RBM8A:SF3B4:ANP32E:CTSS:RFX5:SCYL3:MRPS14:MR1:ARPC5:IL24:TRAF3IP3:LPGAT1:NSL1:LBR:GDI2:RSU1:ZNF33B:ZNF33B:HNRNPF:ZWINT:TFAM:SLC25A16:EIF4EBP2:RPS24:PTEN:IFIT3:SMNDC1:PRDX3:BUB3:RRP8:EIF3F:AMPD3:LDHA:DNAJC24:RAD9A:UCP2:CREBZF:POU2AF1:FOXM1:RAD51AP1:IFFO1:EMG1:KLRAP1:ETV6:RECQL:DYRK2:GLIPR1:NAP1L1:TDG:MVK:OAS2:SRSF9:MRPS31:ELF1:KLF12:BTF3P11:PARP2:PABPN1:PSME2:KHNYN:RPL36AL:ATP5S:GCH1:MAX:ERH:MED6:DLST:SPTLC2:TCL1A:DUT:BNIP2:RPL4:HEXA:ST20:IL16:SNRPA1:RPS15A:UBFD1:ZNF267:IRF8:UBE2G1:GP1BA:C1QBP:RPL23A:GOSR1:RAD51D:RPL19:PSMC3IP:SP2:SRSF1:CD300C:LINC00667:ABHD3:TXNL4A:RNF126:ELAVL1:ZNF266:ICAM3:ZNF253:ZNF780A:RPS19:PAFAH1B3:CD37:ZNF134:RPS7:CENPA:CEBPZ:FANCL:SERTAD2:SLC1A4:SNRNP27:PCBP1:DGUOK:MOB1A:GCFC2:IMMT:RMND5A:RPL31:BCL2L11:CCNT2:KYNU:HNRNPA3:STK17B:PDE6D:LRRFIP1:NOP56:PCNA:SNRPB2:ZNF337:SRSF6:MYBL2:YWHAB:UBE2C:CD40:MX2:BID:SMARCB1:TAB1:RRP7A:NUP50:GTSE1:CHKB:VHL:UBE2E1:RPL14:NPRL2:MBD4:MBNL1:PPP1R2:PAK2:NCBP2:CD38:PTTG2:TLR6:RHOH:PAICS:RPL34:SLC7A11:IL15:RPS3A:HMGB2:SAP30:RPL37:DIMT1:SREK1IP1:PPWD1:GTF2H2:NSA2:TBCA:DHFR:RPS23:CAMK4:ATG12:AP3S1:TNFAIP8:CLINT1:PROP1:NHP2:C6orf62:BTN3A1:POU5F1:HCP5:GPSM3:HLA-DPA1:PFDN6:KIFC1:RPL10A:TBCC:B3GAT2:EEF1A1:HMGN3:UBE2J1:ZBTB24:RPS12:WTAP:RPA3:OSBPL3:HNRNPA2B1:CBX3:IKZF1:ZNF117:POM121:EIF4H:GATAD1:ARPC1B:PDAP1:CPSF4:DNAJC2:PIK3CG:IRF5:ZC3HAV1:XRCC2:PPP3CC:RPS20:IL7:ZHX2:PVT1:MLANA:RPS6:OSTF1:ZNF169:EIF2S3:RBM3:RPS4X:P2RY10:AMMECR1:NKRF:ENOX2:IDS:IDS	http://www.gsea-msigdb.org/gsea/msigdb/cards/PUJANA_ATM_PCC_NETWORK
Curated_gene_sets	REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	367	89	3.3614446754967835e-12	9.245653579953903e-10	AGMAT:PSMB2:RPL5:DBT:PCBD1:RPS24:ACADSB:PSMD13:PSMA1:PSMA1:APIP:PDHX:SLC3A2:FAU:CARNS1:RPS3:ACAD8:SUOX:RPS26:RPL41:RPLP0:PSMB5:PSME2:PSMA6:RPL36AL:ARG2:DLST:GSTZ1:RPL4:HYKK:RPS17:RPS17L:RPS2:RPS15A:SEPHS2:PSMB10:RPL13:ASPA:RPL23A:RPL19:PSMC5:RPS15:OAZ1:RPS28:GCDH:UBA52:RPS16:RPS19:RPL18:RPS9:RPS5:ADI1:RPS7:RPL31:KYNU:GLS:RPL37A:PSMA7:GCAT:RPL32:RPL15:RPSA:RPL14:RPL29:CHDH:RPL24:EEFSEC:RPL22L1:PPM1K:PAPSS1:RPL34:RPS3A:RPL37:CKMT2:RPS23:RPS14:EEF1E1:PSMB9:RPS18:RPL10A:BCKDHB:RPS12:PSPH:RPS20:RPL8:RPS6:AUH:RPL7A:PDHA1:RPS4X:TMLHE	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES
Curated_gene_sets	BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES	51	26	3.990439924586981e-12	1.045305239292999e-09	RPS24:EIF3F:EEF1G:FAU:RPS3:RPL4:RPS17:RPS17L:RPL13:RPS16:RPS19:GLTSCR2:RPL18:RPS9:RPS5:RPS7:RPL15:RPL14:RPL29:RPL24:RPS23:RPS14:GNB2L1:EEF1A1:RPL8:RPS6:RPS4X	http://www.gsea-msigdb.org/gsea/msigdb/cards/BILANGES_SERUM_AND_RAPAMYCIN_SENSITIVE_GENES
Curated_gene_sets	TIEN_INTESTINE_PROBIOTICS_6HR_UP	53	26	1.2442985185176879e-11	3.1113118865299095e-09	RPL5:H3F3A:RPS24:EEF1G:GAPDH:RPL41:NAP1L1:RPLP0:HMGB1:RPL4:RPS17:RPS17L:RPS2:RPL13:EIF5A:RPL23A:RPS19:RPS7:HMGB1P4:RPL37A:MMP24-AS1:RPS3A:RPS23:RPS14:EEF1A1:ACTB:RPS6	http://www.gsea-msigdb.org/gsea/msigdb/cards/TIEN_INTESTINE_PROBIOTICS_6HR_UP
Curated_gene_sets	KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN	931	174	2.9241569799335227e-11	6.993820672441004e-09	ATAD3B:AGMAT:NDUFS5:SLC2A1:MMACHC:AK4:SLC16A1:GAS5:TOR1AIP2:IFRG15:TIMM17A:TRAF3IP3:CHML:ASB13:NUDT5:IPMK:TFAM:SRGN:CUTC:SCD:DPCD:NANOS1:ACADSB:IFITM2:LSP1:LDHA:MTCH2:B3GAT3:UNC93B1:C11orf82:FUT4:DCUN1D5:PAFAH1B2:SLC37A4:RPS26:DYRK2:C12orf29:IKBIP:C12orf45:RHOF:SACS:LSP1:HMGB1:MED4:DLEU2:CFL2:DNAAF2:MPP5:SPTLC2:SLIRP:BTBD7:EIF3J:SORD:DUT:IMP3:SNRPA1:C16orf13:FAM173A:MRPS34:CCDC113:NIP7:CFDP1:TRAPPC2L:C1QBP:GPS2:HS3ST3B1:CENPV:COPRS:PIGW:SLC25A39:COX11:SNHG16:C17orf89:STRA13:FAM210A:CABLES1:TXNL4A:RNF126:GADD45B:C19orf66:ELOF1:GADD45GIP1:CCDC124:PDCD5:CEBPA:MRPS12:LGALS14:ZNF574:ADI1:FAM98A:GEMIN6:ZFP36L2:FAM136A:SPR:VAMP8:HMGB1P4:METTL8:HNRNPA3:METTL21A:THAP4:FKBP1A:MCM8:PSMA7:RPL23AP4:BID:SDF2L1:MIF:NEFH:GCAT:NHP2L1:RRP7A:TTLL12:TRMU:MRPS25:NPRL2:TRMT10C:NXPE3:ATG3:FAM162A:LRRC34:SEC62:MIR570:NRROS:NCBP2:BDH1:HNRNPDL:C4orf3:C4orf33:CCRN4L:MRPL36:DIMT1:GTF2H2:NREP:SAR1B:GM2A:NHP2:TUBB2A:PSMG4:MYLIP:AIF1:HSPA1B:PFDN6:POLR1C:HMGN3:FAM46A:SNHG5:PM20D2:ZBTB24:MARCKS:C7orf50:MPP6:IKZF1:MRPS17:MRPS17:PDAP1:POP7:ARMC10:MDFIC:INSIG1:BNIP3L:DUSP4:CHCHD7:TMEM70:TMEM64:SLC25A32:UTP23:EXOSC4:KANK1:ALDH1B1:ISCA1:CKS2:TRIM14:ENDOG:PRPS2:TXLNG:IDS:IDS:CETN2	http://www.gsea-msigdb.org/gsea/msigdb/cards/KRIGE_RESPONSE_TO_TOSEDOSTAT_6HR_DN
